# California county outlines for the Caltrans district lookup.
# Read: U.S. Census Bureau 2023 cartographic boundary file, counties,
# 1:20,000,000 (cb_2023_us_county_20m.zip), public domain. Coordinates
# rounded to 4 decimals. Regenerate: uv run python tools/build_ca_county_outlines.py
# One ring per line: county name, a tab, then lon,lat pairs separated by spaces.
San Joaquin	-121.5800,38.0944 -121.4757,38.2581 -121.3440,38.2283 -121.1731,38.2552 -121.0271,38.3003 -120.9955,38.2254 -120.9421,38.0963 -120.9264,38.0774 -120.9233,37.7936 -120.9206,37.7385 -120.9958,37.7602 -121.1102,37.7301 -121.1510,37.7195 -121.1811,37.6881 -121.2412,37.6640 -121.4719,37.4818 -121.5567,37.5427 -121.5570,37.7036 -121.5570,37.8165 -121.5342,37.8499 -121.5795,37.8611 -121.5728,37.9043 -121.5564,37.9233 -121.5576,37.9465 -121.5799,37.9761 -121.5576,38.0170 -121.5800,38.0944
San Luis Obispo	-121.3471,35.7952 -121.1851,35.7942 -120.2140,35.7893 -120.1944,35.7894 -120.1940,35.6144 -120.0862,35.6144 -120.0652,35.5130 -119.9931,35.4395 -119.8800,35.4391 -119.8804,35.3511 -119.8092,35.3454 -119.8094,35.2637 -119.6666,35.2626 -119.6673,35.1750 -119.5538,35.1801 -119.5618,35.0878 -119.4726,35.0767 -119.4725,34.9014 -119.5358,34.8976 -119.6730,34.9734 -119.7456,34.9737 -119.9284,35.0598 -119.9801,35.0576 -120.0821,35.1147 -120.1676,35.0753 -120.1884,35.0304 -120.3345,35.0063 -120.3018,34.9056 -120.4355,34.9868 -120.4962,34.9932 -120.6503,34.9752 -120.6336,35.0331 -120.6296,35.0784 -120.6358,35.1238 -120.6751,35.1531 -120.7142,35.1760 -120.7561,35.1605 -120.8467,35.2044 -120.8968,35.2479 -120.8796,35.2942 -120.8621,35.3608 -120.8848,35.4302 -120.9559,35.4537 -120.9842,35.4579 -121.0034,35.4607 -121.1142,35.5717 -121.1667,35.6354 -121.2723,35.6667 -121.3146,35.7133 -121.3324,35.7831 -121.3471,35.7952
San Mateo	-122.5181,37.5761 -122.4968,37.6121 -122.4968,37.6656 -122.4968,37.6864 -122.5007,37.7081 -122.4691,37.7082 -122.3951,37.7083 -122.3898,37.7083 -122.3932,37.7075 -122.3602,37.5925 -122.2444,37.5581 -122.1684,37.5041 -122.1292,37.5213 -122.1172,37.5067 -122.0815,37.4778 -122.1449,37.4582 -122.1459,37.4571 -122.1475,37.4565 -122.1487,37.4571 -122.1518,37.4571 -122.1527,37.4576 -122.1544,37.4559 -122.1559,37.4554 -122.1557,37.4542 -122.1577,37.4535 -122.1595,37.4547 -122.1607,37.4539 -122.1628,37.4538 -122.1643,37.4525 -122.1652,37.4530 -122.1658,37.4509 -122.1672,37.4510 -122.1676,37.4492 -122.1689,37.4474 -122.1694,37.4478 -122.1717,37.4468 -122.1745,37.4445 -122.1757,37.4419 -122.1778,37.4411 -122.1797,37.4411 -122.1801,37.4393 -122.1823,37.4394 -122.1835,37.4369 -122.1833,37.4361 -122.1851,37.4338 -122.1877,37.4333 -122.1884,37.4321 -122.1904,37.4315 -122.1922,37.3191 -122.1523,37.2861 -122.1528,37.2154 -122.3177,37.1869 -122.2943,37.1051 -122.3230,37.1155 -122.3440,37.1441 -122.3971,37.1872 -122.4185,37.2485 -122.4013,37.3370 -122.4093,37.3748 -122.4437,37.4359 -122.4460,37.4615 -122.4938,37.4923 -122.5167,37.5213 -122.5181,37.5761
Santa Barbara	-119.9162,34.0584 -119.8573,34.0713 -119.7395,34.0493 -119.5667,34.0535 -119.4707,34.0540 -119.4877,33.9965 -119.5545,33.9978 -119.6628,33.9859 -119.7212,33.9596 -119.7959,33.9629 -119.8734,33.9804 -119.8769,34.0235 -119.9162,34.0584
Santa Barbara	-120.3683,34.0765 -120.2425,34.0572 -120.1359,34.0261 -120.0551,34.0377 -119.9843,33.9839 -119.9737,33.9425 -120.0497,33.9146 -120.1218,33.8957 -120.1790,33.9280 -120.2001,33.9569 -120.3648,33.9918 -120.4541,34.0281 -120.3683,34.0765
Santa Barbara	-120.6503,34.9752 -120.4962,34.9932 -120.4355,34.9868 -120.3018,34.9056 -120.3345,35.0063 -120.1884,35.0304 -120.1676,35.0753 -120.0821,35.1147 -119.9801,35.0576 -119.9284,35.0598 -119.7456,34.9737 -119.6730,34.9734 -119.5358,34.8976 -119.4725,34.9014 -119.4437,34.9012 -119.4404,34.4418 -119.4514,34.3981 -119.4779,34.3788 -119.5370,34.3955 -119.6169,34.4210 -119.6847,34.4083 -119.7091,34.3954 -119.7859,34.4160 -119.8358,34.4158 -119.8740,34.4088 -119.9720,34.4446 -120.0507,34.4617 -120.1412,34.4734 -120.2951,34.4706 -120.4514,34.4471 -120.5114,34.5230 -120.5501,34.5428 -120.5813,34.5570 -120.6226,34.5540 -120.6457,34.5810 -120.6020,34.6921 -120.6149,34.7307 -120.6263,34.7381 -120.6103,34.8582 -120.6708,34.9041 -120.6503,34.9752
Santa Clara	-122.1904,37.4315 -122.1884,37.4321 -122.1877,37.4333 -122.1851,37.4338 -122.1833,37.4361 -122.1835,37.4369 -122.1823,37.4394 -122.1801,37.4393 -122.1797,37.4411 -122.1778,37.4411 -122.1757,37.4419 -122.1745,37.4445 -122.1717,37.4468 -122.1694,37.4478 -122.1689,37.4474 -122.1676,37.4492 -122.1672,37.4510 -122.1658,37.4509 -122.1652,37.4530 -122.1643,37.4525 -122.1628,37.4538 -122.1607,37.4539 -122.1595,37.4547 -122.1577,37.4535 -122.1557,37.4542 -122.1559,37.4554 -122.1544,37.4559 -122.1527,37.4576 -122.1518,37.4571 -122.1487,37.4571 -122.1475,37.4565 -122.1459,37.4571 -122.1449,37.4582 -122.0815,37.4778 -122.0597,37.4641 -121.9250,37.4542 -121.8701,37.4807 -121.8558,37.4845 -121.4726,37.4822 -121.4097,37.3820 -121.4591,37.2827 -121.4046,37.1560 -121.2823,37.1837 -121.2268,37.1348 -121.2459,36.9830 -121.2154,36.9612 -121.4182,36.9605 -121.4889,36.9831 -121.5814,36.8992 -121.5835,36.9193 -121.6962,36.9806 -121.7387,36.9900 -121.7261,37.0213 -121.8240,37.0876 -121.9662,37.1357 -122.0262,37.1669 -122.1523,37.2861 -122.1922,37.3191 -122.1904,37.4315
Santa Cruz	-122.3177,37.1869 -122.1528,37.2154 -122.1523,37.2861 -122.0262,37.1669 -121.9662,37.1357 -121.8240,37.0876 -121.7261,37.0213 -121.7387,36.9900 -121.6962,36.9806 -121.5835,36.9193 -121.5814,36.8992 -121.6440,36.8940 -121.6558,36.9131 -121.7541,36.9028 -121.7575,36.9000 -121.7938,36.8795 -121.8127,36.8500 -121.8623,36.9316 -121.9065,36.9689 -121.9517,36.9714 -122.0272,36.9511 -122.1060,36.9560 -122.2062,37.0139 -122.2605,37.0725 -122.2849,37.1017 -122.2943,37.1051 -122.3177,37.1869
Shasta	-123.0688,40.3322 -122.9987,40.4181 -122.9037,40.4451 -122.8460,40.5052 -122.6953,40.5725 -122.7522,40.6890 -122.6698,40.7736 -122.6661,40.8259 -122.6005,40.8997 -122.6074,40.9577 -122.5278,41.0144 -122.5134,41.0882 -122.4571,41.0966 -122.4455,41.1579 -122.4984,41.1827 -121.4465,41.1835 -121.3318,41.1839 -121.3200,40.9059 -121.3278,40.4454 -121.3615,40.4468 -121.4976,40.4456 -121.6463,40.4347 -121.8065,40.4449 -121.9410,40.4153 -122.0103,40.4266 -122.3104,40.3711 -122.4450,40.3734 -122.5240,40.3945 -122.6513,40.3283 -122.7494,40.3655 -122.8728,40.3488 -122.9185,40.3068 -122.9765,40.3152 -123.0654,40.2870 -123.0688,40.3322
Sierra	-121.0582,39.5370 -121.0095,39.6395 -120.8710,39.7768 -120.7925,39.7098 -120.6808,39.6768 -120.6542,39.7066 -120.1471,39.7077 -120.0157,39.7087 -119.9999,39.7224 -120.0017,39.5389 -120.0030,39.4450 -120.5054,39.4461 -120.5751,39.5223 -120.6543,39.5269 -120.7557,39.4527 -121.0221,39.3916 -121.0582,39.5370
Siskiyou	-123.6602,41.7141 -123.7038,41.8291 -123.6428,41.8894 -123.5654,41.9031 -123.5191,41.9992 -123.4348,42.0016 -123.3476,41.9991 -123.2310,42.0050 -123.1460,42.0092 -123.0453,42.0030 -122.8001,42.0041 -122.5011,42.0085 -122.2897,42.0078 -122.2895,42.0078 -122.1019,42.0058 -121.8467,42.0031 -121.6753,42.0004 -121.4475,41.9972 -121.4572,41.9499 -121.4490,41.7764 -121.4465,41.1835 -122.4984,41.1827 -122.5226,41.2135 -122.5039,41.3430 -122.5852,41.3590 -122.6537,41.2892 -122.8113,41.2025 -122.8859,41.2051 -122.9734,41.1121 -122.8974,41.0285 -122.9175,40.9940 -123.0368,41.0041 -123.1091,41.0754 -123.2395,41.0758 -123.2734,41.1229 -123.4083,41.1799 -123.4878,41.3769 -123.6614,41.3821 -123.6118,41.4621 -123.6480,41.5350 -123.7192,41.5956 -123.6602,41.7141
Solano	-122.4068,38.1556 -122.1954,38.1550 -122.2061,38.3158 -122.0648,38.3159 -122.1264,38.4292 -122.1041,38.5134 -122.0117,38.4890 -121.9403,38.5334 -121.7120,38.5380 -121.6937,38.3137 -121.5941,38.3131 -121.5933,38.3131 -121.6145,38.1965 -121.6567,38.1831 -121.7121,38.0855 -121.8616,38.0699 -121.8625,38.0660 -121.8782,38.0493 -121.9832,38.0673 -122.1240,38.0357 -122.2693,38.0604 -122.3018,38.1051 -122.3936,38.1434 -122.3976,38.1420 -122.4068,38.1556
Sonoma	-123.5409,38.7677 -123.3684,38.8066 -123.1363,38.8091 -123.0810,38.8524 -122.8216,38.8501 -122.7960,38.8390 -122.6268,38.6708 -122.6466,38.5991 -122.5296,38.4696 -122.4481,38.3795 -122.3496,38.1940 -122.4068,38.1556 -122.3976,38.1420 -122.4885,38.1091 -122.5454,38.1587 -122.7399,38.2070 -122.9113,38.3212 -123.0031,38.2957 -123.0041,38.2970 -123.0535,38.2994 -123.0684,38.3352 -123.0856,38.3905 -123.1664,38.4749 -123.2498,38.5110 -123.3319,38.5655 -123.3496,38.5968 -123.4418,38.6997 -123.5148,38.7420 -123.5409,38.7677
Stanislaus	-121.4719,37.4818 -121.2412,37.6640 -121.1811,37.6881 -121.1510,37.7195 -121.1102,37.7301 -120.9958,37.7602 -120.9206,37.7385 -120.9233,37.7936 -120.9264,38.0774 -120.6534,37.8320 -120.6533,37.8319 -120.3876,37.6337 -120.3877,37.6334 -120.8156,37.4670 -120.9898,37.3959 -120.9638,37.3461 -121.2268,37.1348 -121.2823,37.1837 -121.4046,37.1560 -121.4591,37.2827 -121.4097,37.3820 -121.4726,37.4822 -121.4719,37.4818
Sutter	-121.9083,39.3039 -121.6381,39.3056 -121.6238,39.2956 -121.5859,39.0897 -121.6101,39.0578 -121.5754,38.9183 -121.5433,38.9724 -121.4148,38.9965 -121.4144,38.9262 -121.4694,38.9260 -121.4844,38.7346 -121.6029,38.7358 -121.6735,38.7430 -121.7231,38.8513 -121.8148,38.8766 -121.8355,38.9245 -121.7953,38.9961 -121.8891,39.0724 -121.9455,39.1798 -121.9083,39.3039
Tehama	-123.0654,40.2870 -122.9765,40.3152 -122.9185,40.3068 -122.8728,40.3488 -122.7494,40.3655 -122.6513,40.3283 -122.5240,40.3945 -122.4450,40.3734 -122.3104,40.3711 -122.0103,40.4266 -121.9410,40.4153 -121.8065,40.4449 -121.6463,40.4347 -121.4976,40.4456 -121.4704,40.3502 -121.3423,40.3098 -121.3684,40.2122 -121.4369,40.1519 -121.5864,40.1005 -121.6460,39.9825 -121.7032,39.9842 -121.8040,39.8843 -122.0449,39.8838 -122.0465,39.7976 -122.9118,39.7995 -122.9377,39.7982 -122.9501,39.9077 -122.9098,39.9364 -122.9340,39.9781 -122.9896,40.1455 -122.9775,40.2413 -123.0654,40.2870
Trinity	-123.5602,40.9503 -123.4815,40.9150 -123.4061,41.0138 -123.4640,41.0763 -123.4083,41.1799 -123.2734,41.1229 -123.2395,41.0758 -123.1091,41.0754 -123.0368,41.0041 -122.9175,40.9940 -122.8974,41.0285 -122.9734,41.1121 -122.8859,41.2051 -122.8113,41.2025 -122.6537,41.2892 -122.5852,41.3590 -122.5039,41.3430 -122.5226,41.2135 -122.4984,41.1827 -122.4455,41.1579 -122.4571,41.0966 -122.5134,41.0882 -122.5278,41.0144 -122.6074,40.9577 -122.6005,40.8997 -122.6661,40.8259 -122.6698,40.7736 -122.7522,40.6890 -122.6953,40.5725 -122.8460,40.5052 -122.9037,40.4451 -122.9987,40.4181 -123.0688,40.3322 -123.0654,40.2870 -122.9775,40.2413 -122.9896,40.1455 -122.9340,39.9781 -123.5446,39.9770 -123.5445,40.0019 -123.5441,40.7394 -123.5598,40.8296 -123.6238,40.9294 -123.5602,40.9503
Tulare	-119.5732,36.4888 -119.4663,36.5752 -119.3051,36.5737 -119.3046,36.6606 -119.1748,36.6589 -119.0144,36.6574 -118.9824,36.7416 -118.3606,36.7448 -118.3663,36.6916 -118.2746,36.5973 -118.2905,36.5585 -118.2390,36.5236 -118.2148,36.4350 -118.1003,36.3461 -118.1271,36.2797 -118.0336,36.0089 -118.0036,35.9837 -117.9808,35.8675 -118.0055,35.8627 -118.0081,35.7889 -118.0589,35.7915 -118.9185,35.7905 -119.5381,35.7899 -119.5294,36.2698 -119.4746,36.2690 -119.4754,36.3277 -119.4751,36.3709 -119.5288,36.4015 -119.5272,36.4889 -119.5732,36.4888
Tuolumne	-120.5150,37.9534 -120.5343,37.9894 -120.4628,38.0119 -120.4425,38.0587 -120.1762,38.3740 -120.0200,38.4335 -119.8847,38.3562 -119.7054,38.4161 -119.6392,38.3269 -119.6515,38.2865 -119.6042,38.2350 -119.6327,38.1989 -119.5765,38.1577 -119.4695,38.1283 -119.4637,38.0983 -119.3459,38.0831 -119.3046,38.0239 -119.3084,37.9468 -119.2003,37.8858 -119.2013,37.8043 -119.2690,37.7392 -119.3090,37.7780 -119.4268,37.8667 -119.4743,37.8556 -119.5357,37.9041 -119.6462,37.8468 -119.6672,37.8012 -119.8094,37.7550 -119.9070,37.7579 -120.0795,37.8288 -120.1272,37.7816 -120.3454,37.7248 -120.3063,37.6654 -120.3919,37.6836 -120.3876,37.6337 -120.6533,37.8319 -120.5150,37.9534
Ventura	-119.4779,34.3788 -119.4514,34.3981 -119.4404,34.4418 -119.4437,34.9012 -119.2764,34.8725 -119.2425,34.8143 -118.9779,34.8117 -118.8804,34.7887 -118.6368,34.2918 -118.6335,34.2695 -118.6325,34.2404 -118.6678,34.2223 -118.6680,34.1992 -118.6938,34.1686 -118.7889,34.1682 -118.8565,34.1268 -118.9410,34.0748 -118.9445,34.0467 -118.9547,34.0482 -119.0700,34.0905 -119.1098,34.0946 -119.2277,34.1617 -119.2570,34.2133 -119.2646,34.2361 -119.2701,34.2529 -119.3130,34.2757 -119.3758,34.3211 -119.4610,34.3741 -119.4779,34.3788
Ventura	-119.4707,34.0540 -119.4427,34.0542 -119.3642,34.0508 -119.3631,34.0005 -119.3916,33.9946 -119.4877,33.9965 -119.4707,34.0540
Ventura	-119.5789,33.2786 -119.5105,33.3073 -119.4272,33.2660 -119.4296,33.2282 -119.4647,33.2154 -119.5459,33.2334 -119.5789,33.2786
Yolo	-122.4219,38.9038 -122.3402,38.9242 -121.8355,38.9245 -121.8148,38.8766 -121.7231,38.8513 -121.6735,38.7430 -121.6029,38.7358 -121.6338,38.6862 -121.5536,38.6033 -121.5087,38.5968 -121.5216,38.3601 -121.5767,38.3275 -121.5933,38.3131 -121.5941,38.3131 -121.6937,38.3137 -121.7120,38.5380 -121.9403,38.5334 -122.0117,38.4890 -122.1041,38.5134 -122.1344,38.6046 -122.2877,38.8400 -122.3953,38.8640 -122.4219,38.9038
Yuba	-121.6238,39.2956 -121.5693,39.3084 -121.4060,39.3406 -121.3051,39.5196 -121.1499,39.5264 -121.0767,39.5973 -121.0095,39.6395 -121.0582,39.5370 -121.0221,39.3916 -121.1275,39.3802 -121.2661,39.2727 -121.2797,39.1433 -121.2795,39.0346 -121.3060,39.0529 -121.4148,38.9965 -121.5433,38.9724 -121.5754,38.9183 -121.6101,39.0578 -121.5859,39.0897 -121.6238,39.2956
